gene,n_studies,z_meta,pvalue_meta,mean_log2FC,concordant_frac,effect_score,cohorts,padj_meta,biotype
GAPT,8,3.208022193517141,0.0013365118440976456,0.2833328107984079,0.75,0.14166640539920394,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5289524154496563,protein_coding
HIPK2,8,-3.2207691041781703,0.0012784710358354195,-0.2595577810429879,0.75,-0.12977889052149394,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5289524154496563,protein_coding
SELENBP1,8,3.2004607485551153,0.00137208056429749,0.40417991241915496,0.75,0.20208995620957748,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.530606749457273,protein_coding
FAM210B,8,3.1824233414319445,0.0014604817206373302,0.2070598491816272,0.625,0.0517649622954068,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5379057021074095,protein_coding
CPT1A,8,3.171992113099105,0.0015139711856581395,0.19450386374825002,0.75,0.09725193187412501,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5379057021074095,protein_coding
SNUPN,8,3.17185813375686,0.001514669797347309,0.3072902664719825,0.875,0.23046769985398685,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5379057021074095,protein_coding
CEBPZOS,7,3.1675950799560866,0.0015370543958189362,0.1886035276824802,0.8571428571428571,0.13471680548748585,"GSE114192,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5379057021074095,protein_coding
TPM3,7,-3.1726592102113247,0.0015104971414454757,-0.15171509498852787,0.8571428571428571,-0.1083679249918056,"GSE114192,GSE153315,GSE154881,GSE184050,GSE185011,GSE221521,GSE280402",0.5379057021074095,protein_coding
STRADB,8,3.163428308730177,0.0015592274939442504,0.23233244657832694,0.5,0.0,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5408194240179789,protein_coding
SFRP5,8,-3.1494628826105777,0.0016357088558246347,-0.4037381127444705,0.75,-0.20186905637223526,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5575652057600162,protein_coding
DIAPH1,8,-3.143924207356054,0.001666986090926281,-0.16274916585369245,0.75,-0.08137458292684623,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5628295682057677,protein_coding
RTL10,5,-3.1283405527640027,0.0017579636393914313,-0.1786806846913992,0.8,-0.10720841081483953,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.5628295682057677,protein_coding
HDAC10,8,3.121617837284633,0.001798602513959361,0.2518199537373026,0.75,0.1259099768686513,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5689483360357368,protein_coding
PXDN,8,-3.089751445411377,0.002003240609968687,-0.3715406141397979,0.75,-0.18577030706989894,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5802901950427565,protein_coding
RABGAP1,8,-3.0728391657038343,0.0021203273167982317,-0.21701525874922167,0.75,-0.10850762937461084,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5802901950427565,protein_coding
BLTP1,3,-3.0900676085947065,0.002001109385412226,-0.09035287871022957,0.6666666666666666,-0.030117626236743182,"GSE114192,GSE154881,GSE280402",0.5802901950427565,protein_coding
KIFBP,5,3.085941562998983,0.0020290869601088555,0.400556925062135,1.0,0.400556925062135,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.5802901950427565,protein_coding
ETS2,8,-3.07176519856514,0.0021279704175716264,-0.23904627507564385,0.625,-0.059761568768910964,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5802901950427565,protein_coding
ARHGAP20,8,-3.080460183645955,0.002066809867706466,-0.24339615823765887,0.75,-0.12169807911882943,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5802901950427565,protein_coding
NFKBID,8,3.073710424161267,0.0021141453368437395,0.41792585293629786,1.0,0.41792585293629786,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5802901950427565,protein_coding
BCL2,8,-3.06556387720362,0.002172599636699177,-0.10815034114425519,0.75,-0.054075170572127594,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5884024810597408,protein_coding
IL15RA,8,3.057804732980716,0.002229648125548945,0.05738324177263573,0.625,0.014345810443158932,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5997450104240192,protein_coding
CTTNBP2,8,-2.955265227939923,0.003124003593766224,-0.31242424616788833,0.75,-0.15621212308394417,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
MADD,8,-3.0135314172866328,0.002582263028273133,-0.12118965001479698,0.75,-0.06059482500739849,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
GPR107,8,-3.033979497063437,0.0024135083193537864,-0.22378352391044462,0.625,-0.055945880977611155,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
CNR1,8,-2.9131561887083905,0.00357795593113607,-0.3108386818147325,0.625,-0.07770967045368313,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
ABO,8,-2.9168856033386086,0.0035354541431704676,-0.34619630880441726,0.875,-0.25964723160331293,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
HBA1,8,2.897345899506505,0.003763345714762147,0.7259286539046435,0.75,0.3629643269523217,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
AMACR,8,3.022215194936382,0.0025093208972339996,0.18705890694551866,0.625,0.046764726736379665,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
CRISP3,8,2.954228186395276,0.003134521426916375,0.32200625171020336,0.875,0.24150468878265252,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
CCDC40,8,2.925924399402147,0.0034343438461387427,0.3052057634095607,0.875,0.22890432255717053,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
PLIN2,8,2.9393860027597714,0.003288632222718374,0.26163166657439874,0.625,0.06540791664359968,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
B3GAT1,8,-2.9531404654382016,0.0031455879365874136,-0.32940979127062797,0.625,-0.08235244781765699,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
RAB3IL1,8,2.948555250668872,0.0031926306546473334,0.27079932558201797,0.625,0.06769983139550449,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
MGAT5,8,-2.939891103698098,0.0032832761575026796,-0.20323044637331347,0.75,-0.10161522318665674,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
LRRC51,3,-3.040196920375821,0.0023642351184488698,-0.4777041249767836,1.0,-0.4777041249767836,"GSE114192,GSE154881,GSE280402",0.6039472539829335,protein_coding
HNRNPK,8,-2.9386845718004624,0.0032960833629360497,-0.170017918902079,0.75,-0.0850089594510395,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
RUSC1,8,3.0024176293479288,0.002678444474465478,0.12549676327519563,0.625,0.03137419081879891,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
NRCAM,8,-2.9082847337212057,0.003634172816946059,-0.39063810668100857,0.625,-0.09765952667025214,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
PROCA1,8,2.9117835663920943,0.003593715490575596,0.21475561970461288,0.875,0.16106671477845966,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
SHMT1,8,-3.019835685402638,0.0025291185399659148,-0.34015264416513463,0.875,-0.255114483123851,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
SON,8,-2.9678291961703844,0.0029991093731662863,-0.18005063344403813,0.625,-0.04501265836100953,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
BPGM,8,2.9509332813262916,0.0031681534364908868,0.2230182949852839,0.75,0.11150914749264194,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
FHIP2A,3,-2.970634720627593,0.0029718502633034796,-0.07777265159161648,0.6666666666666666,-0.025924217197205487,"GSE114192,GSE154881,GSE280402",0.6039472539829335,protein_coding
DIPK2B,5,-3.0303044997535395,0.00244307293972503,-0.33134101628658286,1.0,-0.33134101628658286,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.6039472539829335,protein_coding
KAT7,8,-2.9128214103275476,0.0035817938320204215,-0.2474789455425304,0.875,-0.1856092091568978,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
DNAJC15,8,3.0054929789238467,0.0026515071747768583,0.20214094030500673,0.75,0.10107047015250337,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
BIRC3,8,2.9726525322884862,0.0029523847194362005,0.4051328811346669,0.625,0.10128322028366672,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
APC,8,-2.912244278124869,0.0035884188714790937,-0.17729847761757225,0.625,-0.04432461940439306,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
TUBA1B,8,-2.9748057125448084,0.002931741664650078,-0.32880178582455616,0.75,-0.16440089291227808,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
KRTAP16-1,8,-2.8970271951614888,0.0037671709791600085,-0.28527286505004956,0.875,-0.21395464878753717,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
YLPM1,8,-2.9210932601154536,0.003488053977186365,-0.17162434958021153,0.625,-0.04290608739505288,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
RIMOC1,3,-2.9280447912424514,0.0034110090221805773,-0.10105866730917296,0.6666666666666666,-0.03368622243639098,"GSE114192,GSE154881,GSE280402",0.6039472539829335,protein_coding
DAZAP2,8,-2.9150736818605947,0.0035560457629646423,-0.3077072068374719,0.75,-0.15385360341873594,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
TMOD1,8,2.8991604883433038,0.003741633216329396,0.36865547986499086,0.625,0.09216386996624772,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
NBPF19,5,2.966486896976333,0.0030122319613692682,0.3729777468419109,0.8,0.22378664810514656,"GSE154881,GSE181143,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
GRIP1,8,3.0432982571908975,0.0023400028225243736,0.2566026110427337,0.75,0.12830130552136684,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
EXT2,8,-3.00561305108996,0.002650460490710024,-0.41874546476871277,0.875,-0.3140590985765346,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
LGALS9C,8,-2.9075616774116333,0.0036425850522292112,-0.5622137669527842,0.625,-0.14055344173819606,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
ANKRD18A,8,2.9736143619909687,0.002943147091712417,0.3443746468491549,0.75,0.17218732342457746,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
AMOTL1,8,-2.9797452931093766,0.002884881514694769,-0.31098613212301734,0.875,-0.233239599092263,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
HIC1,8,3.0171191636835046,0.002551894730633396,0.6043320673821124,0.75,0.3021660336910562,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
SEC23B,8,-2.992451090506204,0.0027674700744152775,-0.17470061354953742,0.75,-0.08735030677476871,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
SEC16A,8,-2.915583576893092,0.0035502400460567865,-0.22434807936741993,0.75,-0.11217403968370997,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,protein_coding
ZNF678,8,-2.889840500778006,0.0038543733386267364,-0.3756091761803267,0.75,-0.18780458809016334,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6047848261215865,protein_coding
XRCC6,8,-2.8903608732744526,0.003847998156661611,-0.2774124038462192,0.75,-0.1387062019231096,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6047848261215865,protein_coding
TRPV3,7,2.8871757599052468,0.0038871702160031395,0.36288477511239264,0.8571428571428571,0.25920341079456616,"GSE114192,GSE153315,GSE154881,GSE184050,GSE185011,GSE221521,GSE280402",0.6063730493376429,protein_coding
GTF2A2,8,2.8865292097708406,0.003895165891903627,0.12833155540763333,0.5,0.0,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6063730493376429,protein_coding
YWHAH,8,2.8836885430640784,0.0039304727969407495,0.15132319836005134,0.625,0.037830799590012835,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6094699014268007,protein_coding
BLTP3B,3,-2.8794984299601896,0.003983082811148384,0.14386068779997677,0.6666666666666666,0.04795356259999224,"GSE114192,GSE154881,GSE280402",0.6131501215485434,protein_coding
CD244,8,-2.876313705779438,0.004023496195339281,-0.299226195183685,0.75,-0.1496130975918425,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6142589307332451,protein_coding
ADHFE1,8,-2.854155817803133,0.004315136099062344,-0.1912906003215489,0.75,-0.09564530016077445,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6182928625722298,protein_coding
MYO18A,8,-2.8515413822053937,0.004350782266428367,-0.20078435199669553,0.875,-0.15058826399752165,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6182928625722298,protein_coding
SLCO4A1,8,-2.851696713794687,0.0043486569829932036,-0.26156804312109744,0.625,-0.06539201078027436,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6182928625722298,protein_coding
CCR10,8,2.8480706853373046,0.0043985153954642945,0.1837636885438835,0.5,0.0,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6182928625722298,protein_coding
