gene,n_studies,z_meta,pvalue_meta,mean_log2FC,concordant_frac,effect_score,cohorts,padj_meta,biotype
MIR222HG,5,3.243546949507106,0.0011805135324352122,0.5499504720343962,0.8,0.32997028322063776,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.5196801152766908,lncRNA
ENSG00000266469,3,-3.21151865152335,0.0013203539934438509,-0.4812809158779802,0.6666666666666666,-0.1604269719593267,"GSE114192,GSE154881,GSE280402",0.5289524154496563,lncRNA
ZFAND2A-DT,5,-3.2133329464701896,0.0013120409782627761,-0.35986311476480826,1.0,-0.35986311476480826,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.5289524154496563,lncRNA
ENSG00000262823,3,-3.224562839748915,0.0012616516398453817,-0.697767959076354,1.0,-0.697767959076354,"GSE114192,GSE154881,GSE280402",0.5289524154496563,lncRNA
DCTN6-DT,3,3.1702715655237603,0.001522965288026479,0.8682003693303146,1.0,0.8682003693303146,"GSE114192,GSE154881,GSE280402",0.5379057021074095,lncRNA
ENSG00000263786,3,-3.172896867484277,0.001509261267913968,-0.6208790249918051,1.0,-0.6208790249918051,"GSE114192,GSE154881,GSE280402",0.5379057021074095,lncRNA
SIGLEC17P,8,-3.133457773897373,0.0017275977387496977,-0.3893760144204576,0.875,-0.2920320108153432,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.5628295682057677,lncRNA
LINC02687,3,-3.130500940715798,0.0017450844041379818,-0.29102322081061305,1.0,-0.29102322081061305,"GSE181143,GSE221521,GSE280402",0.5628295682057677,lncRNA
ENSG00000223461,3,-3.136071270289483,0.001712275871000667,-0.7078152870851733,1.0,-0.7078152870851733,"GSE114192,GSE154881,GSE280402",0.5628295682057677,lncRNA
LINC02781,3,-3.0881001142057025,0.0020144059619943795,-0.18592278226378123,1.0,-0.18592278226378123,"GSE181143,GSE221521,GSE280402",0.5802901950427565,lncRNA
ENSG00000233191,3,-3.073055997044157,0.0021187872511214774,-0.38518055186175,1.0,-0.38518055186175,"GSE114192,GSE154881,GSE280402",0.5802901950427565,lncRNA
ENSG00000265511,3,-3.0860643815950644,0.0020282490044405362,-0.4444363499915363,1.0,-0.4444363499915363,"GSE114192,GSE154881,GSE280402",0.5802901950427565,lncRNA
ENSG00000267682,3,-3.077689849423154,0.0020861190959806076,-0.49295523438577493,0.6666666666666666,-0.16431841146192494,"GSE114192,GSE154881,GSE280402",0.5802901950427565,lncRNA
LINC02801,3,-3.022431275060079,0.0025075301390857004,-0.21954022079916524,1.0,-0.21954022079916524,"GSE181143,GSE221521,GSE280402",0.6039472539829335,lncRNA
C16orf95-DT,3,2.9160716400664577,0.0035446909876788984,0.6208883378228934,1.0,0.6208883378228934,"GSE114192,GSE154881,GSE280402",0.6039472539829335,lncRNA
GTSCR1,8,2.9708452175025424,0.002969814172926735,0.28240012121767827,0.75,0.14120006060883913,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6039472539829335,lncRNA
ENSG00000228549,3,-2.946973391187367,0.0032090081560005117,-0.6693757966482445,1.0,-0.6693757966482445,"GSE114192,GSE154881,GSE280402",0.6039472539829335,lncRNA
GPC5-AS2,4,-3.0127425775917667,0.002588984281970794,-0.09646697275062299,1.0,-0.09646697275062299,"GSE181143,GSE184050,GSE221521,GSE280402",0.6039472539829335,lncRNA
ENSG00000270001,3,-2.906504078485193,0.0036549213428077173,-0.40304602388091204,1.0,-0.40304602388091204,"GSE114192,GSE154881,GSE280402",0.6039472539829335,lncRNA
ENSG00000238012,3,2.925621621617003,0.0034376877333829317,0.20376816578285264,0.6666666666666666,0.06792272192761753,"GSE114192,GSE154881,GSE280402",0.6039472539829335,lncRNA
LINC02913,3,-3.0477464084149704,0.00230564409154537,-0.7651795850419684,1.0,-0.7651795850419684,"GSE114192,GSE154881,GSE280402",0.6039472539829335,lncRNA
ENSG00000266993,3,-3.0290275729558895,0.0024534228990298495,-0.6401221978481595,1.0,-0.6401221978481595,"GSE114192,GSE154881,GSE280402",0.6039472539829335,lncRNA
ENSG00000268555,3,3.0029077090253065,0.0026741351327428183,0.4960534071391467,0.6666666666666666,0.16535113571304885,"GSE114192,GSE154881,GSE280402",0.6039472539829335,lncRNA
UPK1A-AS1,7,-2.9238665960151002,0.0034571287343850036,-0.202095147117176,0.7142857142857143,-0.08661220590736114,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE221521,GSE280402",0.6039472539829335,lncRNA
ENSG00000270108,3,-2.8902809504293563,0.0038489766834608613,-0.5299282938269798,0.6666666666666666,-0.17664276460899322,"GSE114192,GSE154881,GSE280402",0.6047848261215865,lncRNA
PLUT,3,-2.8915356728890926,0.00383364067777871,-0.17440670734892336,1.0,-0.17440670734892336,"GSE181143,GSE221521,GSE280402",0.6047848261215865,lncRNA
ENSG00000211683,3,-2.8792155889020172,0.00398665702548405,-0.3594133521699716,0.6666666666666666,-0.11980445072332384,"GSE114192,GSE154881,GSE280402",0.6131501215485434,lncRNA
CPNE2-DT,3,-2.878104440994703,0.004000726621975271,-0.34901733253404627,1.0,-0.34901733253404627,"GSE114192,GSE154881,GSE280402",0.6131501215485434,lncRNA
ENSG00000273461,3,-2.8619053776177994,0.004211026054698388,-0.29083802083619004,0.6666666666666666,-0.09694600694539665,"GSE114192,GSE154881,GSE280402",0.6182928625722298,lncRNA
LINC02785,4,2.8573549097596667,0.004271878858352726,0.37467786307693546,1.0,0.37467786307693546,"GSE114192,GSE154881,GSE181143,GSE221521",0.6182928625722298,lncRNA
ENSG00000231128,3,-2.8711192998567947,0.004090211279685897,-0.4143902395679143,0.6666666666666666,-0.13813007985597142,"GSE114192,GSE154881,GSE280402",0.6182928625722298,lncRNA
LINC02250,5,-2.8602953201202674,0.004232466669054495,-0.18953902112159807,1.0,-0.18953902112159807,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.6182928625722298,lncRNA
ENSG00000260378,3,-2.8490150409435744,0.004385480715606244,-0.6646465007988462,1.0,-0.6646465007988462,"GSE114192,GSE154881,GSE280402",0.6182928625722298,lncRNA
LINC02977,3,-2.8476514035735385,0.004404313874200642,-0.3441949048363649,1.0,-0.3441949048363649,"GSE114192,GSE154881,GSE280402",0.6182928625722298,lncRNA
CAMK2G-AS1,3,-2.8648436920563896,0.0041721512732177295,-0.5542369070551437,1.0,-0.5542369070551437,"GSE114192,GSE154881,GSE280402",0.6182928625722298,lncRNA
ENSG00000225850,3,-2.8649347560396894,0.0041709516879468705,-0.7497935217541732,1.0,-0.7497935217541732,"GSE114192,GSE154881,GSE280402",0.6182928625722298,lncRNA
TAPT1-AS1,7,2.835213223508264,0.004579510953468621,0.35114993956594615,0.7142857142857143,0.15049283124254836,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE221521,GSE280402",0.6200608247477053,lncRNA
ENSG00000260279,3,-2.8278474866553607,0.00468621262319761,-0.47248183354218387,0.6666666666666666,-0.15749394451406126,"GSE114192,GSE154881,GSE280402",0.6200608247477053,lncRNA
CHL1-AS2,5,2.8148424570903563,0.004880115116399919,0.268316306175784,1.0,0.268316306175784,"GSE153315,GSE154881,GSE181143,GSE221521,GSE280402",0.6265129438281309,lncRNA
ENSG00000261687,3,2.8156655730231788,0.0048676307357482865,0.42070919899484877,0.6666666666666666,0.14023639966494955,"GSE114192,GSE154881,GSE280402",0.6265129438281309,lncRNA
PRKAR1B-AS2,4,-2.8137576581860833,0.004896612742314316,-0.19290027480028543,1.0,-0.19290027480028543,"GSE114192,GSE181143,GSE221521,GSE280402",0.6265921179412632,lncRNA
ENSG00000266709,3,-2.606822795019282,0.009138664124359885,-0.4737905283181803,0.6666666666666666,-0.15793017610606006,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
NFIA-AS2,4,2.672070221930284,0.007538487120029253,0.1651828493310094,1.0,0.1651828493310094,"GSE181143,GSE184050,GSE221521,GSE280402",0.6331539285965192,lncRNA
ENSG00000260997,3,-2.7457277342492015,0.0060376846952481305,-0.44449790925648036,1.0,-0.44449790925648036,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
LINC00921,6,2.757766996655455,0.0058197664411463864,0.19735787216825137,0.8333333333333334,0.13157191477883426,"GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6331539285965192,lncRNA
LINC00907,7,-2.7970240733719085,0.005157569024431613,-0.27186029925473654,1.0,-0.27186029925473654,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE221521,GSE280402",0.6331539285965192,lncRNA
ENSG00000272911,3,-2.670164556640527,0.007581408152880576,-0.3429744663521429,0.6666666666666666,-0.11432482211738094,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
ENSG00000260953,3,-2.6172244799166475,0.008864802149957024,-0.4632606518814751,1.0,-0.4632606518814751,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
ENSG00000261327,3,-2.7642844400106092,0.0057047786089707685,-0.6409904598607532,1.0,-0.6409904598607532,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
ENSG00000234425,3,-2.7743930606214238,0.005530481328454007,-0.46726287704905495,0.6666666666666666,-0.15575429234968494,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
ENSG00000268119,3,2.67481588079587,0.00747703010100208,0.5123295754536694,1.0,0.5123295754536694,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
LINC01521,6,-2.8035946071793805,0.005053640321926856,-0.31361885728050315,1.0,-0.31361885728050315,"GSE114192,GSE154881,GSE181143,GSE184050,GSE221521,GSE280402",0.6331539285965192,lncRNA
ENSG00000257270,3,-2.7021205774462502,0.006889877124951161,-0.4475175369028327,0.6666666666666666,-0.1491725123009442,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
ENSG00000228395,3,-2.623178694818742,0.008711356908963715,-0.6394899887033964,1.0,-0.6394899887033964,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
ENSG00000251194,3,-2.635823555829775,0.008393336318010014,-0.4875107354575215,0.6666666666666666,-0.16250357848584046,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
ENSG00000230149,3,-2.612414545074356,0.008990516535133861,-0.5322885638309461,1.0,-0.5322885638309461,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
LINC02572,5,-2.6553479785675704,0.007922663445925978,-0.049102917472203314,0.6,-0.009820583494440661,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.6331539285965192,lncRNA
ENSG00000260467,3,-2.779121723949685,0.005450609601197398,-0.5750216657218764,1.0,-0.5750216657218764,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
TNK2-AS1,6,2.678950942672172,0.0073853213127681,0.2616513074607021,1.0,0.2616513074607021,"GSE114192,GSE153315,GSE154881,GSE181143,GSE221521,GSE280402",0.6331539285965192,lncRNA
ENSG00000258885,3,2.6687069990553365,0.007614384248723827,0.2713073122861393,1.0,0.2713073122861393,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
NECTIN4-AS1,3,-2.7333381341917873,0.006269593125882376,-0.12569867563609546,1.0,-0.12569867563609546,"GSE181143,GSE221521,GSE280402",0.6331539285965192,lncRNA
ENSG00000271971,3,-2.6432937719706606,0.008210376461700274,-0.4345119648634146,1.0,-0.4345119648634146,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
MRAP-AS1,5,-2.7116289439944032,0.00669534946256178,-0.212150126944562,1.0,-0.212150126944562,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.6331539285965192,lncRNA
IDI2-AS1,7,-2.6946644706153804,0.007045954327797139,-0.16223121342594415,0.7142857142857143,-0.06952766289683321,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE221521,GSE280402",0.6331539285965192,lncRNA
ENSG00000256706,3,-2.761975076041192,0.005745286407812618,-0.562505006422734,1.0,-0.562505006422734,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
LINC02910,3,-2.737198442726135,0.006196490173262775,-0.5233719559409624,1.0,-0.5233719559409624,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
DPP3-DT,3,2.6517297708981347,0.008008060510379804,0.22416592477763253,0.6666666666666666,0.0747219749258775,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
LINC01821,4,2.674611386854947,0.007481591824412015,0.09750316001292086,1.0,0.09750316001292086,"GSE114192,GSE181143,GSE221521,GSE280402",0.6331539285965192,lncRNA
LINC01825,5,2.6855887952160464,0.007240213359174327,0.264741626352578,0.8,0.1588449758115468,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.6331539285965192,lncRNA
MAGI1-AS1,3,-2.642863199163761,0.008220824280031123,-0.11673643562563969,1.0,-0.11673643562563969,"GSE153315,GSE181143,GSE184050",0.6331539285965192,lncRNA
LINC00349,3,-2.77038066020004,0.005599081403629724,-0.18999998489348313,1.0,-0.18999998489348313,"GSE153315,GSE181143,GSE280402",0.6331539285965192,lncRNA
LINC02803,5,2.6142859460718286,0.008941416862332394,0.21755143212067424,0.8,0.13053085927240457,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.6331539285965192,lncRNA
LINC02795,4,2.731954204634536,0.006295989162131592,0.1825069599605954,0.75,0.0912534799802977,"GSE154881,GSE181143,GSE221521,GSE280402",0.6331539285965192,lncRNA
ENSG00000258559,3,-2.6188062913506616,0.008823803754755956,-0.45726383624522693,0.6666666666666666,-0.15242127874840894,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
PKD1-AS1,3,-2.7523064046601817,0.005917712382837023,-0.26323597620287825,0.6666666666666666,-0.0877453254009594,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
ENSG00000264112,3,-2.6124567212656467,0.008989407317920386,0.12125875435008247,0.6666666666666666,0.040419584783360815,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
ENSG00000225313,3,-2.705617266824109,0.006817757211648575,-0.6133141918381018,1.0,-0.6133141918381018,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
ENSG00000264044,3,-2.641997325000608,0.008241870681188649,-0.54410799466689,1.0,-0.54410799466689,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
ENSG00000258303,3,2.6186168766704307,0.008828704180867543,0.3318951566918153,0.6666666666666666,0.11063171889727175,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
GPR84-AS1,3,-2.768848881833519,0.005625472085280302,-0.20296875404949108,0.6666666666666666,-0.06765625134983035,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
MED8-AS1,5,-2.7285317931738255,0.006361695741809516,-0.20216451458847473,0.6,-0.04043290291769494,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.6331539285965192,lncRNA
BOLA3-DT,3,-2.623834787442696,0.008694594867111629,-0.4334195668822115,1.0,-0.4334195668822115,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
ENSG00000254676,3,-2.626235414048577,0.008633508391707765,-0.3534306143139181,0.6666666666666666,-0.117810204771306,"GSE114192,GSE154881,GSE280402",0.6331539285965192,lncRNA
ULK4P3,7,-2.595959302898701,0.009432723707740148,-0.21805529097152446,0.7142857142857143,-0.09345226755922477,"GSE114192,GSE153315,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6355669193423124,lncRNA
ENSG00000272371,3,-2.595590001663092,0.009442866854941735,-0.2874406994147071,1.0,-0.2874406994147071,"GSE114192,GSE154881,GSE280402",0.6355669193423124,lncRNA
LINC00374,4,-2.601467172882093,0.00928259485737538,-0.09226865456815395,1.0,-0.09226865456815395,"GSE114192,GSE153315,GSE181143,GSE280402",0.6355669193423124,lncRNA
ENSG00000271828,3,2.6022586766823927,0.009261196842840422,0.4817059036113794,1.0,0.4817059036113794,"GSE114192,GSE154881,GSE280402",0.6355669193423124,lncRNA
LINC02815,3,2.580510241133133,0.009865443010551119,0.13123391858545766,1.0,0.13123391858545766,"GSE181143,GSE221521,GSE280402",0.643460045613377,lncRNA
LINC01574,3,-2.579507611470461,0.00989412780994242,-0.10241104889966805,1.0,-0.10241104889966805,"GSE181143,GSE184050,GSE280402",0.643460045613377,lncRNA
ENSG00000246130,3,-2.5698014794264243,0.010175680853745421,-0.7140855660602511,1.0,-0.7140855660602511,"GSE114192,GSE154881,GSE280402",0.6447430791909885,lncRNA
ENSG00000258682,3,-2.5737413983170194,0.010060543761198078,-0.44690653168255773,0.6666666666666666,-0.14896884389418588,"GSE114192,GSE154881,GSE280402",0.6447430791909885,lncRNA
ENSG00000235499,3,-2.5611142181616846,0.010433704754910967,-0.386074341575439,0.6666666666666666,-0.12869144719181297,"GSE114192,GSE154881,GSE280402",0.6447430791909885,lncRNA
SLC6A12-AS1,4,2.5691448187900887,0.010194984229029222,0.1459842333741219,1.0,0.1459842333741219,"GSE114192,GSE181143,GSE221521,GSE280402",0.6447430791909885,lncRNA
STAT4-AS1,3,-2.576393147103227,0.009983705770504286,-0.5501426178121597,1.0,-0.5501426178121597,"GSE114192,GSE154881,GSE280402",0.6447430791909885,lncRNA
ENSG00000225632,3,-2.5627275179362883,0.010385351821346039,-0.3334522258668299,0.6666666666666666,-0.11115074195560994,"GSE114192,GSE154881,GSE280402",0.6447430791909885,lncRNA
EOGT-DT,3,-2.573346092032612,0.01007204328755076,-0.5438725583371841,0.6666666666666666,-0.18129085277906132,"GSE114192,GSE154881,GSE280402",0.6447430791909885,lncRNA
ENSG00000260816,3,2.568390220034578,0.0102172068704755,0.3910952548772327,0.6666666666666666,0.13036508495907753,"GSE114192,GSE154881,GSE280402",0.6447430791909885,lncRNA
FAM21EP,7,2.5542257972230487,0.010642421662727315,0.13166074253172816,0.5714285714285714,0.018808677504532585,"GSE114192,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.6505556330939846,lncRNA
PPM1F-AS1,5,-2.5499638273275473,0.010773409648029683,-0.19386436875790292,0.6,-0.038772873751580575,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.6505556330939846,lncRNA
ENSG00000235381,3,-2.5454479072214293,0.010913764651735316,-0.6295207395449601,1.0,-0.6295207395449601,"GSE114192,GSE154881,GSE280402",0.6522069779944464,lncRNA
LINC00415,3,-2.5445778253055966,0.010940992790139903,-0.15867771037333442,1.0,-0.15867771037333442,"GSE153315,GSE181143,GSE280402",0.6525155292834417,lncRNA
ENSG00000238186,3,-2.5384923847908882,0.011133122578089408,-0.36213289591309056,0.6666666666666666,-0.1207109653043635,"GSE114192,GSE154881,GSE280402",0.6590041914075349,lncRNA
ENSG00000272908,3,-2.5386607740581453,0.011127766127805982,-0.51257658968497,1.0,-0.51257658968497,"GSE114192,GSE154881,GSE280402",0.6590041914075349,lncRNA
DLEU1,8,2.5342963168346544,0.011267340887205157,0.08703690981726053,0.875,0.0652776823629454,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.661545175559198,lncRNA
LINC02520,5,2.5249543754997337,0.011571331081439543,0.20969316161567078,0.8,0.12581589696940249,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.6621447211160651,lncRNA
ENSG00000260273,3,-2.5200652205453378,0.011733309143215014,-0.46129060557077517,1.0,-0.46129060557077517,"GSE114192,GSE154881,GSE280402",0.6624451625078497,lncRNA
STARD4-AS1,7,-2.5161291321457138,0.011865170114202713,-0.2699751387952311,0.8571428571428571,-0.19283938485373647,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE221521,GSE280402",0.6624451625078497,lncRNA
ENSG00000272476,3,-2.51374637344181,0.01194563075828719,-0.4151648864851473,1.0,-0.4151648864851473,"GSE114192,GSE154881,GSE280402",0.6624451625078497,lncRNA
HHLA3-AS1,3,-2.5124885401710584,0.011988299867263056,-0.1800743927809538,1.0,-0.1800743927809538,"GSE114192,GSE181143,GSE221521",0.6624451625078497,lncRNA
LINC01735,5,2.5124855612868093,0.011988401079245526,0.22127520900830205,0.8,0.13276512540498125,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.6624451625078497,lncRNA
LINC02917,3,-2.5184133784764713,0.01178848758229825,-0.46859939259023975,1.0,-0.46859939259023975,"GSE114192,GSE154881,GSE280402",0.6624451625078497,lncRNA
YPEL3-DT,3,-2.505061377029352,0.012243014586848497,-0.5991851995327987,1.0,-0.5991851995327987,"GSE114192,GSE154881,GSE280402",0.666438426555614,lncRNA
HCG11,8,2.5047694631182864,0.012253122988946446,0.1253840736859913,0.5,0.0,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE185011,GSE221521,GSE280402",0.666438426555614,lncRNA
ENSG00000267274,3,-2.500147229652605,0.012414170230153138,-0.4727374502853458,0.6666666666666666,-0.15757915009511522,"GSE114192,GSE154881,GSE280402",0.6678485783271908,lncRNA
ENSG00000271382,3,2.5005624348905253,0.012399627452507514,0.23698361885565838,1.0,0.23698361885565838,"GSE114192,GSE154881,GSE280402",0.6678485783271908,lncRNA
ENSG00000267016,3,-2.4844598989157043,0.012974812065880834,-0.34577258747202244,0.6666666666666666,-0.11525752915734079,"GSE114192,GSE154881,GSE280402",0.6750487419697291,lncRNA
ENSG00000230615,3,2.481746979055592,0.01307400726926871,0.30251132266440917,0.6666666666666666,0.10083710755480303,"GSE114192,GSE154881,GSE280402",0.6759937948172221,lncRNA
ENSG00000256001,3,-2.476247479554417,0.013277151021475734,-0.2176425785201373,0.6666666666666666,-0.07254752617337909,"GSE114192,GSE154881,GSE280402",0.6785016400796777,lncRNA
LINC02828,4,2.4754651429593766,0.013306274993546644,0.06674002038730073,1.0,0.06674002038730073,"GSE114192,GSE181143,GSE221521,GSE280402",0.6786214845187724,lncRNA
LINC02489,5,-2.4649507797621584,0.013703207392706994,-0.0587245610392406,0.8,-0.035234736623544365,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.6791504251964973,lncRNA
ENSG00000267353,3,2.464018805713252,0.013738890277416833,0.26736553611518404,1.0,0.26736553611518404,"GSE114192,GSE154881,GSE280402",0.6791504251964973,lncRNA
SNRPA1-DT,3,-2.4697712014602153,0.01351994936690901,-0.6297827301132202,1.0,-0.6297827301132202,"GSE114192,GSE154881,GSE280402",0.6791504251964973,lncRNA
LINC00630,7,-2.4649632946842783,0.01370272878607589,-0.23543237771477413,0.8571428571428571,-0.1681659840819815,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE221521,GSE280402",0.6791504251964973,lncRNA
LINC01963,5,-2.4684873464680614,0.01356854491166521,-0.19750269930643505,1.0,-0.19750269930643505,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.6791504251964973,lncRNA
ENSG00000230492,3,-2.467434974818591,0.013608493540393495,-0.5703952537532434,1.0,-0.5703952537532434,"GSE114192,GSE154881,GSE280402",0.6791504251964973,lncRNA
LIPE-AS1,7,-2.4642610945358623,0.01372960577773077,-0.17159121316831566,0.5714285714285714,-0.024513030452616512,"GSE114192,GSE153315,GSE154881,GSE181143,GSE184050,GSE221521,GSE280402",0.6791504251964973,lncRNA
ENSG00000262999,3,-2.4652394198585212,0.0136921727207678,-0.6050184564598334,1.0,-0.6050184564598334,"GSE114192,GSE154881,GSE280402",0.6791504251964973,lncRNA
ENSG00000228386,3,-2.462449126305374,0.013799174779709841,-0.4576958243084437,1.0,-0.4576958243084437,"GSE114192,GSE154881,GSE280402",0.6794243032039375,lncRNA
ENSG00000251417,3,-2.4539473384439034,0.014129767219361867,-0.3612128326830613,0.6666666666666666,-0.12040427756102041,"GSE114192,GSE154881,GSE280402",0.6839548375547101,lncRNA
FHAD1-AS1,5,-2.453000682220648,0.014167006997164165,-0.2656500377969404,1.0,-0.2656500377969404,"GSE114192,GSE154881,GSE181143,GSE221521,GSE280402",0.6839775624845766,lncRNA
JDP2-AS1,3,-2.43892043113447,0.014731211481474975,-0.5892058517397748,1.0,-0.5892058517397748,"GSE114192,GSE154881,GSE280402",0.6843888529889882,lncRNA
ENSG00000255320,3,-2.449279657037915,0.014314226099190776,-0.3438721358142299,1.0,-0.3438721358142299,"GSE114192,GSE154881,GSE280402",0.6843888529889882,lncRNA
TGFA-IT1,6,2.450094338823236,0.014281879037720631,0.12214515795993851,0.6666666666666666,0.04071505265331283,"GSE114192,GSE153315,GSE181143,GSE184050,GSE221521,GSE280402",0.6843888529889882,lncRNA
SIAH2-AS1,6,-2.443925085230749,0.014528442996553906,-0.3067061791344256,0.8333333333333334,-0.20447078608961708,"GSE114192,GSE153315,GSE154881,GSE181143,GSE221521,GSE280402",0.6843888529889882,lncRNA
